Horodateur,Seconde ville,Troisième ville,Première ville,Environnement,Vie sociale,Accès à la culture,Sécurité,Facilité de transport,Accès à l'emploi,Vie de famille,Coût de la vie,Mer,Montagne,Toulouse,Marseille,Alès,Paris,Annecy,Bordeaux,Lyon,La Rochelle,Saint Chamas,Note max,Proche de la mer?,Proche de la montagne
,,,Bordeaux,6,6,7,7,8,6,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,4,5,5,7,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,8,7,6,9,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,6,4,8,8,4,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,6,8,6,9,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,7,5,8,8,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,8,8,5,6,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,7,8,8,6,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,4,5,5,8,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,7,6,8,5,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,5,8,6,5,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,4,8,6,9,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,9,8,8,7,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,5,7,8,7,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,6,6,8,6,6,6,0,0,,,,,,,,,,,,
,,,Bordeaux,5,8,6,5,7,7,6,7,0,0,,,,,,,,,,,,
,,,Bordeaux,7,8,5,5,7,4,7,5,0,0,,,,,,,,,,,,
,,,Bordeaux,6,8,4,6,5,6,8,6,0,0,,,,,,,,,,,,
,,,Bordeaux,6,6,9,8,7,7,5,6,0,0,,,,,,,,,,,,
,,,Bordeaux,7,6,9,5,6,6,5,7,0,0,,,,,,,,,,,,
,,,Bordeaux,7,8,9,7,8,5,8,5,0,0,,,,,,,,,,,,
,,,Bordeaux,5,8,9,6,7,6,7,6,0,0,,,,,,,,,,,,
,,,Bordeaux,5,5,8,6,8,4,7,7,0,0,,,,,,,,,,,,
,,,Bordeaux,8,5,5,6,8,9,6,5,0,0,,,,,,,,,,,,
,,,Bordeaux,7,8,6,6,7,8,7,5,0,0,,,,,,,,,,,,
,,,Bordeaux,8,7,9,5,8,4,7,6,0,0,,,,,,,,,,,,
,,,Bordeaux,5,5,5,8,6,8,5,5,0,0,,,,,,,,,,,,
,,,Bordeaux,7,8,7,6,6,7,5,5,0,0,,,,,,,,,,,,
,,,Bordeaux,5,7,6,8,5,6,7,6,0,0,,,,,,,,,,,,
,,,Bordeaux,6,7,9,6,6,7,8,5,0,0,,,,,,,,,,,,
,,,Bordeaux,5,7,4,7,7,9,8,7,0,0,,,,,,,,,,,,
,,,Bordeaux,7,7,5,7,7,7,7,6,0,0,,,,,,,,,,,,
,,,Bordeaux,5,8,7,6,8,5,6,5,0,0,,,,,,,,,,,,
,,,Bordeaux,7,6,5,8,7,7,8,7,0,0,,,,,,,,,,,,
,,,Bordeaux,6,6,9,8,5,5,6,5,0,0,,,,,,,,,,,,
,,,Bordeaux,6,7,6,7,5,7,8,7,0,0,,,,,,,,,,,,
,,,Bordeaux,6,7,8,8,5,4,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,5,8,7,8,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,9,6,8,9,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,9,7,6,7,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,5,7,5,5,7,6,1,0,,,,,,,,,,,,
,,,La Rochelle,6,6,8,4,7,3,5,10,0,0,,,,,,,,,,,,
,,,La Rochelle,6,6,8,4,5,7,7,9,0,1,,,,,,,,,,,,
,,,La Rochelle,7,4,6,7,6,5,7,10,1,1,,,,,,,,,,,,
,,,La Rochelle,6,2,7,6,5,3,4,9,1,0,,,,,,,,,,,,
,,,La Rochelle,6,6,7,6,5,5,4,10,1,0,,,,,,,,,,,,
,,,La Rochelle,7,7,6,7,5,5,3,9,1,1,,,,,,,,,,,,
,,,La Rochelle,5,8,8,7,7,6,3,9,1,1,,,,,,,,,,,,
,Bordeaux,,La Rochelle,10,8,10,10,6,3,6,5,1,0,,,,,,,,,,,,
,Marseille,,La Rochelle,10,9,8,9,5,5,7,6,1,0,,,,,,,,,,,,
,Toulouse,,La Rochelle,6,6,7,8,4,4,7,7,1,0,,,,,,,,,,,,
,Marseille,,La Rochelle,7,5,6,7,3,9,3,8,1,0,,,,,,,,,,,,
,Bordeaux,,La Rochelle,8,5,8,5,6,8,5,2,1,1,,,,,,,,,,,,
,,,La Rochelle,9,5,9,6,7,7,5,4,1,1,,,,,,,,,,,,
,,,La Rochelle,6,5,4,7,8,5,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,5,6,5,9,7,6,7,5,1,0,,,,,,,,,,,,
,,,La Rochelle,6,7,6,10,5,8,8,6,0,0,,,,,,,,,,,,
,,,La Rochelle,6,7,6,10,6,7,7,6,0,0,,,,,,,,,,,,
,,,La Rochelle,9,8,6,8,8,5,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,7,7,7,7,9,6,6,7,1,0,,,,,,,,,,,,
,,,La Rochelle,8,7,6,8,7,5,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,9,6,6,5,5,5,8,5,1,0,,,,,,,,,,,,
,,,La Rochelle,6,7,8,5,7,6,7,4,1,0,,,,,,,,,,,,
,,,La Rochelle,5,7,8,6,4,6,9,6,1,0,,,,,,,,,,,,
,,,La Rochelle,9,7,7,7,6,6,8,6,1,0,,,,,,,,,,,,
,,,La Rochelle,9,6,7,5,6,5,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,7,6,5,6,7,6,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,5,4,5,5,9,8,1,0,,,,,,,,,,,,
,,,La Rochelle,10,7,8,5,5,5,5,8,1,0,,,,,,,,,,,,
,,,La Rochelle,9,7,4,6,6,4,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,10,5,5,6,5,6,5,8,1,0,,,,,,,,,,,,
,,,La Rochelle,10,5,7,5,4,5,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,5,5,5,7,5,4,8,4,1,0,,,,,,,,,,,,
,,,La Rochelle,7,5,4,6,7,5,7,5,1,0,,,,,,,,,,,,
,,,La Rochelle,8,7,4,7,4,4,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,6,7,4,7,6,6,9,5,1,0,,,,,,,,,,,,
,,,La Rochelle,10,5,6,4,7,4,5,5,1,0,,,,,,,,,,,,
,,,La Rochelle,6,7,4,4,5,4,8,6,1,0,,,,,,,,,,,,
,,,La Rochelle,9,5,8,7,4,7,8,6,1,0,,,,,,,,,,,,
,,,La Rochelle,5,6,5,6,7,7,9,4,1,0,,,,,,,,,,,,
,,,La Rochelle,10,7,8,6,5,6,6,4,1,0,,,,,,,,,,,,
,,,La Rochelle,7,7,7,5,5,4,6,4,1,0,,,,,,,,,,,,
,,,La Rochelle,10,7,5,4,7,4,5,7,1,0,,,,,,,,,,,,
,,,La Rochelle,7,4,5,7,5,5,6,4,1,0,,,,,,,,,,,,
,,,La Rochelle,7,4,8,6,7,6,8,8,1,0,,,,,,,,,,,,
,,,La Rochelle,6,7,4,7,4,4,7,8,1,0,,,,,,,,,,,,
,,,La Rochelle,9,5,8,4,7,4,8,8,1,0,,,,,,,,,,,,
,,,La Rochelle,10,4,6,4,5,5,7,6,1,0,,,,,,,,,,,,
,,,La Rochelle,10,6,8,7,6,6,6,6,1,0,,,,,,,,,,,,
,,,La Rochelle,10,6,8,7,7,5,9,4,1,0,,,,,,,,,,,,
,,,La Rochelle,8,6,8,4,7,4,6,6,1,0,,,,,,,,,,,,
,,,La Rochelle,7,4,5,4,7,6,9,6,1,0,,,,,,,,,,,,
,,,La Rochelle,7,4,7,4,7,5,6,6,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,8,5,7,5,9,4,1,0,,,,,,,,,,,,
,,,La Rochelle,5,4,8,6,7,4,9,7,1,0,,,,,,,,,,,,
,,,La Rochelle,5,7,5,4,5,6,8,4,1,0,,,,,,,,,,,,
,,,La Rochelle,9,4,6,5,7,7,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,10,5,5,4,6,5,7,8,1,0,,,,,,,,,,,,
,,,La Rochelle,7,7,5,7,5,6,7,5,1,0,,,,,,,,,,,,
,,,La Rochelle,7,6,7,5,6,6,5,8,1,0,,,,,,,,,,,,
,,,La Rochelle,6,4,5,5,7,7,8,8,1,0,,,,,,,,,,,,
,,,La Rochelle,7,7,4,4,6,4,7,4,1,0,,,,,,,,,,,,
,,,La Rochelle,6,6,7,7,6,7,7,7,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,8,7,7,7,5,8,1,0,,,,,,,,,,,,
,,,La Rochelle,7,4,5,6,5,6,7,6,1,0,,,,,,,,,,,,
,,,La Rochelle,8,7,6,5,4,4,9,5,1,0,,,,,,,,,,,,
,,,La Rochelle,9,7,4,5,4,4,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,10,6,8,5,4,5,8,5,1,0,,,,,,,,,,,,
,,,La Rochelle,6,5,8,4,5,6,6,6,1,0,,,,,,,,,,,,
,,,La Rochelle,7,7,4,7,5,5,9,5,1,0,,,,,,,,,,,,
,,,La Rochelle,7,4,4,6,4,7,7,5,1,0,,,,,,,,,,,,
,,,La Rochelle,8,6,7,7,6,4,7,8,1,0,,,,,,,,,,,,
,,,La Rochelle,9,5,8,7,4,6,5,5,1,0,,,,,,,,,,,,
,,,La Rochelle,7,6,6,7,7,5,8,5,1,0,,,,,,,,,,,,
,,,La Rochelle,9,5,4,7,6,7,7,7,1,0,,,,,,,,,,,,
,,,La Rochelle,6,6,4,5,4,4,8,6,1,0,,,,,,,,,,,,
,,,La Rochelle,7,4,4,5,7,6,9,6,1,0,,,,,,,,,,,,
,,,La Rochelle,10,5,5,7,6,6,6,6,1,0,,,,,,,,,,,,
,,,La Rochelle,7,4,4,7,5,4,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,10,7,6,4,6,5,5,8,1,0,,,,,,,,,,,,
,,,La Rochelle,5,7,8,5,5,5,6,7,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,6,7,5,5,7,8,1,0,,,,,,,,,,,,
,,,La Rochelle,8,7,8,4,7,7,7,5,1,0,,,,,,,,,,,,
,,,La Rochelle,9,6,6,6,7,5,9,7,1,0,,,,,,,,,,,,
,,,La Rochelle,6,5,4,4,5,4,9,6,1,0,,,,,,,,,,,,
,,,La Rochelle,10,5,4,5,4,7,6,8,1,0,,,,,,,,,,,,
,,,La Rochelle,7,6,8,4,6,6,6,8,1,0,,,,,,,,,,,,
,,,La Rochelle,5,7,5,6,4,6,7,7,1,0,,,,,,,,,,,,
,,,La Rochelle,5,7,8,7,4,4,8,6,1,0,,,,,,,,,,,,
,,,La Rochelle,9,6,5,7,4,6,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,9,6,6,7,6,4,7,4,1,0,,,,,,,,,,,,
,,,La Rochelle,8,4,6,6,7,7,8,4,1,0,,,,,,,,,,,,
,,,La Rochelle,6,7,6,4,7,7,5,7,1,0,,,,,,,,,,,,
,,,La Rochelle,6,6,5,6,7,4,5,7,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,5,5,4,6,5,8,1,0,,,,,,,,,,,,
,,,La Rochelle,5,6,4,5,5,6,6,4,1,0,,,,,,,,,,,,
,,,La Rochelle,10,6,8,5,6,4,5,8,1,0,,,,,,,,,,,,
,,,La Rochelle,10,6,6,4,7,4,9,4,1,0,,,,,,,,,,,,
,,,La Rochelle,5,4,4,7,6,4,7,5,1,0,,,,,,,,,,,,
,,,La Rochelle,10,5,4,7,4,4,9,6,1,0,,,,,,,,,,,,
,,,La Rochelle,7,7,4,7,6,4,8,7,1,0,,,,,,,,,,,,
,,,La Rochelle,6,7,7,5,7,5,5,8,1,0,,,,,,,,,,,,
,,,La Rochelle,9,6,7,7,4,5,7,8,1,0,,,,,,,,,,,,
,,,La Rochelle,7,6,4,4,7,5,9,6,1,0,,,,,,,,,,,,
,,,La Rochelle,9,6,5,4,6,7,7,6,1,0,,,,,,,,,,,,
,,,La Rochelle,7,5,6,6,6,5,6,8,1,0,,,,,,,,,,,,
,,,La Rochelle,7,6,4,5,4,5,8,4,1,0,,,,,,,,,,,,
,,,La Rochelle,10,5,4,5,5,4,5,5,1,0,,,,,,,,,,,,
,,,La Rochelle,10,5,5,4,5,6,6,8,1,0,,,,,,,,,,,,
,,,La Rochelle,9,5,7,4,6,6,8,7,1,0,,,,,,,,,,,,
,,,La Rochelle,10,6,6,6,6,5,8,7,1,0,,,,,,,,,,,,
,,,La Rochelle,8,4,5,6,4,4,9,7,1,0,,,,,,,,,,,,
,,,La Rochelle,7,5,7,5,7,7,8,5,1,0,,,,,,,,,,,,
,,,La Rochelle,9,5,4,6,5,5,5,8,1,0,,,,,,,,,,,,
,,,La Rochelle,7,6,5,7,7,4,6,4,1,0,,,,,,,,,,,,
,,,La Rochelle,10,7,7,5,7,5,7,5,1,0,,,,,,,,,,,,
,,,La Rochelle,7,7,8,7,5,7,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,6,4,8,4,5,6,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,8,5,7,7,8,6,1,0,,,,,,,,,,,,
,,,La Rochelle,10,6,7,6,5,7,9,4,1,0,,,,,,,,,,,,
,,,La Rochelle,10,5,5,6,7,5,8,8,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,5,6,6,5,7,8,1,0,,,,,,,,,,,,
,,,La Rochelle,6,6,5,7,4,6,6,6,1,0,,,,,,,,,,,,
,,,La Rochelle,7,5,5,5,4,7,9,6,1,0,,,,,,,,,,,,
,,,La Rochelle,5,5,6,5,7,5,5,5,1,0,,,,,,,,,,,,
,,,La Rochelle,5,4,7,4,4,4,9,7,1,0,,,,,,,,,,,,
,,,La Rochelle,9,7,8,4,4,5,5,8,1,0,,,,,,,,,,,,
,,,La Rochelle,7,4,6,4,4,7,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,6,6,6,4,5,5,6,8,1,0,,,,,,,,,,,,
,,,La Rochelle,7,5,8,5,5,6,9,6,1,0,,,,,,,,,,,,
,,,La Rochelle,5,7,8,6,4,5,5,7,1,0,,,,,,,,,,,,
,,,La Rochelle,6,7,7,4,4,5,8,4,1,0,,,,,,,,,,,,
,,,La Rochelle,10,7,8,4,6,7,8,5,1,0,,,,,,,,,,,,
,,,La Rochelle,5,4,4,5,5,7,9,8,1,0,,,,,,,,,,,,
,,,La Rochelle,10,7,7,4,6,6,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,7,5,6,7,7,7,7,7,1,0,,,,,,,,,,,,
,,,La Rochelle,7,5,8,5,7,6,9,4,1,0,,,,,,,,,,,,
,,,La Rochelle,10,4,7,6,6,6,8,7,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,5,6,7,4,7,5,1,0,,,,,,,,,,,,
,,,La Rochelle,9,7,5,5,5,5,9,5,1,0,,,,,,,,,,,,
,,,La Rochelle,5,5,6,4,6,4,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,6,5,4,5,5,7,6,6,1,0,,,,,,,,,,,,
,,,La Rochelle,8,7,6,5,6,4,5,8,1,0,,,,,,,,,,,,
,,,La Rochelle,5,5,7,5,5,7,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,8,4,8,7,4,7,7,6,1,0,,,,,,,,,,,,
,,,La Rochelle,8,7,6,7,4,6,5,7,1,0,,,,,,,,,,,,
,,,La Rochelle,6,4,8,6,6,4,9,6,1,0,,,,,,,,,,,,
,,,La Rochelle,6,5,4,7,5,5,9,5,1,0,,,,,,,,,,,,
,,,La Rochelle,8,4,8,5,7,5,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,8,4,6,5,5,4,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,5,6,6,7,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,9,6,7,7,6,6,7,7,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,7,5,6,7,6,7,1,0,,,,,,,,,,,,
,,,La Rochelle,6,6,5,7,6,5,9,7,1,0,,,,,,,,,,,,
,,,La Rochelle,8,4,7,5,4,5,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,5,7,6,6,6,6,9,8,1,0,,,,,,,,,,,,
,,,La Rochelle,9,7,6,5,6,4,5,7,1,0,,,,,,,,,,,,
,,,La Rochelle,8,7,8,7,5,4,5,5,1,0,,,,,,,,,,,,
,,,La Rochelle,9,5,8,4,4,4,8,6,1,0,,,,,,,,,,,,
,,,La Rochelle,10,5,7,4,5,6,7,6,1,0,,,,,,,,,,,,
,,,La Rochelle,9,5,4,6,4,4,8,6,1,0,,,,,,,,,,,,
,,,La Rochelle,10,6,5,7,4,7,7,4,1,0,,,,,,,,,,,,
,,,La Rochelle,9,7,6,6,5,6,6,6,1,0,,,,,,,,,,,,
,,,La Rochelle,9,7,6,7,6,4,9,5,1,0,,,,,,,,,,,,
,,,La Rochelle,6,4,5,4,7,6,8,7,1,0,,,,,,,,,,,,
,,,La Rochelle,7,5,8,5,7,5,9,7,1,0,,,,,,,,,,,,
,,,La Rochelle,9,4,7,7,4,6,7,6,1,0,,,,,,,,,,,,
,,,La Rochelle,6,7,8,5,4,7,5,8,1,0,,,,,,,,,,,,
,,,La Rochelle,5,7,4,7,6,5,8,6,1,0,,,,,,,,,,,,
,,,La Rochelle,8,7,5,7,6,7,5,7,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,7,5,5,5,8,8,1,0,,,,,,,,,,,,
,,,La Rochelle,8,4,7,7,6,4,7,4,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,8,5,7,7,9,4,1,0,,,,,,,,,,,,
,,,La Rochelle,6,4,6,4,6,6,6,8,1,0,,,,,,,,,,,,
,,,La Rochelle,8,4,4,7,6,4,9,6,1,0,,,,,,,,,,,,
,,,La Rochelle,5,5,8,4,4,4,9,8,1,0,,,,,,,,,,,,
,,,La Rochelle,9,4,5,7,5,5,5,8,1,0,,,,,,,,,,,,
,,,La Rochelle,5,7,8,4,4,6,8,7,1,0,,,,,,,,,,,,
,,,La Rochelle,10,6,5,5,6,6,7,7,1,0,,,,,,,,,,,,
,,,La Rochelle,9,4,5,4,4,4,8,5,1,0,,,,,,,,,,,,
,,,La Rochelle,9,4,8,4,6,4,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,7,5,5,4,6,6,6,6,1,0,,,,,,,,,,,,
,,,La Rochelle,8,6,7,5,4,6,8,4,1,0,,,,,,,,,,,,
,,,La Rochelle,6,7,7,4,4,6,9,7,1,0,,,,,,,,,,,,
,,,La Rochelle,6,7,4,6,5,7,8,8,1,0,,,,,,,,,,,,
,,,La Rochelle,9,6,5,5,6,4,7,4,1,0,,,,,,,,,,,,
,,,La Rochelle,5,4,7,6,6,5,8,7,1,0,,,,,,,,,,,,
,,,La Rochelle,10,5,5,7,7,7,9,5,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,6,7,7,5,9,8,1,0,,,,,,,,,,,,
,,,La Rochelle,6,5,7,7,5,6,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,9,6,6,6,7,5,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,6,6,7,6,7,5,6,8,1,0,,,,,,,,,,,,
,,,La Rochelle,7,6,4,6,5,5,7,7,1,0,,,,,,,,,,,,
,,,La Rochelle,7,4,8,4,5,6,5,7,1,0,,,,,,,,,,,,
,,,La Rochelle,9,5,8,5,5,4,7,6,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,5,6,5,7,9,4,1,0,,,,,,,,,,,,
,,,La Rochelle,5,4,8,4,7,5,5,7,1,0,,,,,,,,,,,,
,,,La Rochelle,5,4,8,6,6,4,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,6,6,4,4,5,6,6,6,1,0,,,,,,,,,,,,
,,,La Rochelle,5,5,6,7,7,4,8,8,1,0,,,,,,,,,,,,
,,,La Rochelle,6,4,4,5,4,5,5,8,1,0,,,,,,,,,,,,
,,,La Rochelle,5,4,7,7,4,7,5,6,1,0,,,,,,,,,,,,
,,,La Rochelle,9,5,8,5,4,4,9,4,1,0,,,,,,,,,,,,
,,,La Rochelle,9,4,5,6,6,5,8,6,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,6,6,4,7,8,8,1,0,,,,,,,,,,,,
,,,La Rochelle,6,5,4,7,6,4,7,5,1,0,,,,,,,,,,,,
,,,La Rochelle,6,6,8,5,7,4,9,5,1,0,,,,,,,,,,,,
,,,La Rochelle,10,7,5,4,6,4,5,7,1,0,,,,,,,,,,,,
,,,La Rochelle,7,5,5,6,4,7,8,6,1,0,,,,,,,,,,,,
,,,La Rochelle,5,5,7,7,6,4,5,5,1,0,,,,,,,,,,,,
,,,La Rochelle,7,6,8,6,6,4,9,4,1,0,,,,,,,,,,,,
,,,La Rochelle,9,7,4,5,4,7,5,6,1,0,,,,,,,,,,,,
,,,La Rochelle,8,7,7,7,4,6,9,6,1,0,,,,,,,,,,,,
,,,La Rochelle,9,4,8,7,5,6,9,8,1,0,,,,,,,,,,,,
,,,La Rochelle,5,7,7,5,5,5,7,7,1,0,,,,,,,,,,,,
,,,La Rochelle,9,4,8,7,7,4,8,7,1,0,,,,,,,,,,,,
,,,La Rochelle,5,6,4,7,5,4,7,6,1,0,,,,,,,,,,,,
,,,La Rochelle,10,4,8,7,6,7,9,7,1,0,,,,,,,,,,,,
,,,La Rochelle,5,5,7,5,7,7,5,8,1,0,,,,,,,,,,,,
,,,La Rochelle,7,7,7,5,6,6,8,7,1,0,,,,,,,,,,,,
,,,La Rochelle,9,6,7,6,7,6,6,6,1,0,,,,,,,,,,,,
,,,La Rochelle,7,4,7,5,6,4,6,7,1,0,,,,,,,,,,,,
,,,La Rochelle,5,6,7,4,4,5,7,4,1,0,,,,,,,,,,,,
,,,La Rochelle,6,7,8,5,5,4,9,8,1,0,,,,,,,,,,,,
,,,La Rochelle,9,6,5,7,7,7,5,6,1,0,,,,,,,,,,,,
,,,La Rochelle,6,7,4,7,4,6,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,9,5,5,6,5,5,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,8,7,7,6,4,5,5,5,1,0,,,,,,,,,,,,
,,,La Rochelle,10,4,5,5,7,5,5,7,1,0,,,,,,,,,,,,
,,,La Rochelle,6,5,6,7,6,4,9,6,1,0,,,,,,,,,,,,
,,,La Rochelle,7,4,4,4,4,6,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,6,5,5,4,6,5,5,5,1,0,,,,,,,,,,,,
,,,La Rochelle,8,6,5,7,5,5,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,5,4,4,4,4,6,8,5,1,0,,,,,,,,,,,,
,,,La Rochelle,5,6,4,7,7,4,8,6,1,0,,,,,,,,,,,,
,,,La Rochelle,6,7,6,6,7,6,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,10,7,8,6,4,5,6,4,1,0,,,,,,,,,,,,
,,,La Rochelle,7,6,5,4,7,6,8,7,1,0,,,,,,,,,,,,
,,,La Rochelle,6,6,7,7,7,4,8,4,1,0,,,,,,,,,,,,
,,,La Rochelle,5,4,5,4,4,4,7,8,1,0,,,,,,,,,,,,
,,,La Rochelle,6,4,6,5,7,6,8,6,1,0,,,,,,,,,,,,
,,,La Rochelle,7,5,4,4,4,4,9,4,1,0,,,,,,,,,,,,
,,,La Rochelle,5,4,5,7,4,7,9,7,1,0,,,,,,,,,,,,
,,,La Rochelle,9,5,7,5,7,7,7,8,1,0,,,,,,,,,,,,
,,,La Rochelle,5,6,5,7,6,6,7,7,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,8,6,4,7,7,8,1,0,,,,,,,,,,,,
,,,La Rochelle,6,6,5,4,5,7,9,8,1,0,,,,,,,,,,,,
,,,La Rochelle,7,4,7,4,4,5,7,8,1,0,,,,,,,,,,,,
,,,La Rochelle,9,4,4,6,7,5,8,8,1,0,,,,,,,,,,,,
,,,La Rochelle,10,6,4,6,4,6,6,8,1,0,,,,,,,,,,,,
,,,La Rochelle,6,4,6,5,6,6,7,5,1,0,,,,,,,,,,,,
,,,La Rochelle,5,5,7,4,5,4,7,7,1,0,,,,,,,,,,,,
,,,La Rochelle,9,4,8,5,7,6,5,5,1,0,,,,,,,,,,,,
,,,La Rochelle,9,6,8,4,7,4,7,8,1,0,,,,,,,,,,,,
,,,La Rochelle,9,4,6,4,5,5,6,4,1,0,,,,,,,,,,,,
,,,La Rochelle,9,7,6,5,6,4,5,6,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,7,7,4,6,6,7,1,0,,,,,,,,,,,,
,,,La Rochelle,7,5,7,5,6,7,5,7,1,0,,,,,,,,,,,,
,,,La Rochelle,6,5,5,6,6,7,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,5,5,7,4,4,5,8,5,1,0,,,,,,,,,,,,
,,,La Rochelle,9,7,7,6,7,5,6,8,1,0,,,,,,,,,,,,
,,,La Rochelle,6,5,7,4,7,7,5,6,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,8,7,7,4,7,8,1,0,,,,,,,,,,,,
,,,La Rochelle,5,4,5,4,7,4,8,7,1,0,,,,,,,,,,,,
,,,La Rochelle,10,6,6,5,6,5,7,8,1,0,,,,,,,,,,,,
,,,La Rochelle,7,7,7,5,7,6,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,6,7,8,4,5,7,9,4,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,7,5,4,7,9,6,1,0,,,,,,,,,,,,
,,,La Rochelle,10,4,7,6,4,5,8,6,1,0,,,,,,,,,,,,
,,,La Rochelle,5,7,7,7,5,4,8,4,1,0,,,,,,,,,,,,
,,,La Rochelle,5,5,5,4,7,4,9,8,1,0,,,,,,,,,,,,
,,,La Rochelle,6,4,5,4,7,4,9,8,1,0,,,,,,,,,,,,
,,,La Rochelle,8,4,6,4,7,4,5,5,1,0,,,,,,,,,,,,
,,,La Rochelle,10,5,4,6,4,4,5,5,1,0,,,,,,,,,,,,
,,,La Rochelle,5,6,5,6,5,4,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,5,7,6,6,6,6,5,4,1,0,,,,,,,,,,,,
,,,La Rochelle,5,4,6,7,4,7,5,8,1,0,,,,,,,,,,,,
,,,La Rochelle,5,7,4,4,4,6,6,6,1,0,,,,,,,,,,,,
,,,La Rochelle,8,5,5,6,7,6,8,8,1,0,,,,,,,,,,,,
,,,La Rochelle,7,4,5,7,6,6,5,6,1,0,,,,,,,,,,,,
,,,La Rochelle,8,6,7,7,4,5,8,8,1,0,,,,,,,,,,,,
,,,La Rochelle,9,7,7,4,4,4,6,5,1,0,,,,,,,,,,,,
,,,La Rochelle,6,7,6,4,4,5,9,6,1,0,,,,,,,,,,,,
,,,La Rochelle,7,7,8,7,7,5,7,7,1,0,,,,,,,,,,,,
,,,La Rochelle,9,7,6,7,5,5,7,8,1,0,,,,,,,,,,,,
,,,La Rochelle,5,6,8,5,5,7,6,4,1,0,,,,,,,,,,,,
,,,La Rochelle,6,5,5,4,6,6,5,5,1,0,,,,,,,,,,,,
,,,La Rochelle,8,7,8,6,5,4,8,6,1,0,,,,,,,,,,,,
